2024-06-05 15:52:27,3,6,bbb,2024-06-05 15:52:29,17.31
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:40,9.63
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:39,10.58
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:37,17.4
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:35,17.75
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:32,17.92
2024-06-05 15:52:30,3,5,aaa,2024-06-05 15:52:31,10.93
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:40,9.63
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:39,10.58
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:37,17.4
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:35,17.75
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:32,17.92
2024-06-05 15:52:31,3,6,bbb,2024-06-05 15:52:31,10.93
2024-06-05 15:52:32,3,1,bbb,2024-06-05 15:52:40,9.63
2024-06-05 15:52:32,3,1,bbb,2024-06-05 15:52:39,10.58
2024-06-05 15:52:32,3,1,bbb,2024-06-05 15:52:37,17.4
2024-06-05 15:52:32,3,1,bbb,2024-06-05 15:52:35,17.75
2024-06-05 15:52:32,3,1,bbb,2024-06-05 15:52:32,17.92
2024-06-05 15:52:34,3,2,aaa,2024-06-05 15:52:44,10.16
2024-06-05 15:52:34,3,2,aaa,2024-06-05 15:52:40,9.63
2024-06-05 15:52:34,3,2,aaa,2024-06-05 15:52:39,10.58
2024-06-05 15:52:34,3,2,aaa,2024-06-05 15:52:37,17.4
2024-06-05 15:52:34,3,2,aaa,2024-06-05 15:52:35,17.75
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:48,12.87
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:47,12.17
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:46,9.84
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:45,13.61
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:44,10.16
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:40,9.63
2024-06-05 15:52:39,3,7,bbb,2024-06-05 15:52:39,10.58
2024-06-05 15:52:43,3,3,ccc,2024-06-05 15:52:48,12.87
2024-06-05 15:52:43,3,3,ccc,2024-06-05 15:52:47,12.17
2024-06-05 15:52:43,3,3,ccc,2024-06-05 15:52:46,9.84
2024-06-05 15:52:43,3,3,ccc,2024-06-05 15:52:45,13.61
2024-06-05 15:52:43,3,3,ccc,2024-06-05 15:52:44,10.16
2024-06-05 15:52:46,3,8,bbb,2024-06-05 15:52:48,12.87
2024-06-05 15:52:46,3,8,bbb,2024-06-05 15:52:47,12.17
2024-06-05 15:52:46,3,8,bbb,2024-06-05 15:52:46,9.84
2024-06-05 15:52:56,3,8,aaa,2024-06-05 15:53:06,12.2
2024-06-05 15:52:56,3,8,aaa,2024-06-05 15:53:05,20.94
2024-06-05 15:52:56,3,8,aaa,2024-06-05 15:53:04,166
2024-06-05 15:52:56,3,8,aaa,2024-06-05 15:52:58,15.75
2024-06-05 15:53:04,3,6,bbb,2024-06-05 15:53:09,148
2024-06-05 15:53:04,3,6,bbb,2024-06-05 15:53:06,12.2
2024-06-05 15:53:04,3,6,bbb,2024-06-05 15:53:05,20.94
2024-06-05 15:53:04,3,6,bbb,2024-06-05 15:53:04,166
2024-06-05 15:53:06,3,8,bbb,2024-06-05 15:53:09,148
2024-06-05 15:53:06,3,8,bbb,2024-06-05 15:53:06,12.2
2024-06-05 15:53:07,3,2,aaa,2024-06-05 15:53:09,148
2024-06-05 15:53:08,3,5,ccc,2024-06-05 15:53:09,148
2024-06-05 15:52:11,2,6,ccc,2024-06-05 15:52:19,17.72
2024-06-05 15:52:11,2,6,ccc,2024-06-05 15:52:15,12.8
2024-06-05 15:52:11,2,6,ccc,2024-06-05 15:52:13,20.59
2024-06-05 15:52:11,2,6,ccc,2024-06-05 15:52:11,14.79
2024-06-05 15:52:24,2,2,aaa,2024-06-05 15:52:33,155
2024-06-05 15:52:24,2,2,aaa,2024-06-05 15:52:28,14.82
2024-06-05 15:52:24,2,2,aaa,2024-06-05 15:52:27,11.57
2024-06-05 15:52:25,2,5,ccc,2024-06-05 15:52:33,155
2024-06-05 15:52:25,2,5,ccc,2024-06-05 15:52:28,14.82
2024-06-05 15:52:25,2,5,ccc,2024-06-05 15:52:27,11.57
2024-06-05 15:52:29,2,4,ccc,2024-06-05 15:52:36,19.1
2024-06-05 15:52:29,2,4,ccc,2024-06-05 15:52:33,155
2024-06-05 15:52:36,2,7,ccc,2024-06-05 15:52:41,236
2024-06-05 15:52:36,2,7,ccc,2024-06-05 15:52:36,19.1
2024-06-05 15:52:42,2,2,bbb,2024-06-05 15:52:51,21.16
2024-06-05 15:52:42,2,2,bbb,2024-06-05 15:52:50,17.7
2024-06-05 15:52:42,2,2,bbb,2024-06-05 15:52:49,16.6
2024-06-05 15:52:47,2,2,bbb,2024-06-05 15:52:57,17.13
2024-06-05 15:52:47,2,2,bbb,2024-06-05 15:52:54,24.88
2024-06-05 15:52:47,2,2,bbb,2024-06-05 15:52:51,21.16
2024-06-05 15:52:47,2,2,bbb,2024-06-05 15:52:50,17.7
2024-06-05 15:52:47,2,2,bbb,2024-06-05 15:52:49,16.6
2024-06-05 15:52:51,2,6,ccc,2024-06-05 15:53:01,10.55
2024-06-05 15:52:51,2,6,ccc,2024-06-05 15:52:57,17.13
2024-06-05 15:52:51,2,6,ccc,2024-06-05 15:52:54,24.88
2024-06-05 15:52:51,2,6,ccc,2024-06-05 15:52:51,21.16
2024-06-05 15:52:52,2,2,bbb,2024-06-05 15:53:02,17.2
2024-06-05 15:52:52,2,2,bbb,2024-06-05 15:53:01,10.55
2024-06-05 15:52:52,2,2,bbb,2024-06-05 15:52:57,17.13
2024-06-05 15:52:52,2,2,bbb,2024-06-05 15:52:54,24.88
2024-06-05 15:52:55,2,7,aaa,2024-06-05 15:53:02,17.2
2024-06-05 15:52:55,2,7,aaa,2024-06-05 15:53:01,10.55
2024-06-05 15:52:55,2,7,aaa,2024-06-05 15:52:57,17.13
2024-06-05 15:52:58,2,4,ccc,2024-06-05 15:53:08,159
2024-06-05 15:52:58,2,4,ccc,2024-06-05 15:53:07,17.41
2024-06-05 15:52:58,2,4,ccc,2024-06-05 15:53:02,17.2
2024-06-05 15:52:58,2,4,ccc,2024-06-05 15:53:01,10.55
2024-06-05 15:52:59,2,7,bbb,2024-06-05 15:53:08,159
2024-06-05 15:52:59,2,7,bbb,2024-06-05 15:53:07,17.41
2024-06-05 15:52:59,2,7,bbb,2024-06-05 15:53:02,17.2
2024-06-05 15:52:59,2,7,bbb,2024-06-05 15:53:01,10.55
2024-06-05 15:53,2,3,aaa,2024-06-05 15:53:08,159
2024-06-05 15:53,2,3,aaa,2024-06-05 15:53:07,17.41
2024-06-05 15:53,2,3,aaa,2024-06-05 15:53:02,17.2
2024-06-05 15:53,2,3,aaa,2024-06-05 15:53:01,10.55
2024-06-05 15:52:16,1,7,bbb,2024-06-05 15:52:25,18.49
2024-06-05 15:52:16,1,7,bbb,2024-06-05 15:52:24,6.43
2024-06-05 15:52:16,1,7,bbb,2024-06-05 15:52:23,15.74
2024-06-05 15:52:16,1,7,bbb,2024-06-05 15:52:20,167
2024-06-05 15:52:16,1,7,bbb,2024-06-05 15:52:18,5.61
2024-06-05 15:52:17,1,4,ccc,2024-06-05 15:52:25,18.49
2024-06-05 15:52:17,1,4,ccc,2024-06-05 15:52:24,6.43
2024-06-05 15:52:17,1,4,ccc,2024-06-05 15:52:23,15.74
2024-06-05 15:52:17,1,4,ccc,2024-06-05 15:52:20,167
2024-06-05 15:52:17,1,4,ccc,2024-06-05 15:52:18,5.61
2024-06-05 15:52:18,1,4,aaa,2024-06-05 15:52:25,18.49
2024-06-05 15:52:18,1,4,aaa,2024-06-05 15:52:24,6.43
2024-06-05 15:52:18,1,4,aaa,2024-06-05 15:52:23,15.74
2024-06-05 15:52:18,1,4,aaa,2024-06-05 15:52:20,167
2024-06-05 15:52:18,1,4,aaa,2024-06-05 15:52:18,5.61
2024-06-05 15:52:20,1,5,ccc,2024-06-05 15:52:30,19.86
2024-06-05 15:52:20,1,5,ccc,2024-06-05 15:52:25,18.49
2024-06-05 15:52:20,1,5,ccc,2024-06-05 15:52:24,6.43
2024-06-05 15:52:20,1,5,ccc,2024-06-05 15:52:23,15.74
2024-06-05 15:52:20,1,5,ccc,2024-06-05 15:52:20,167
2024-06-05 15:52:28,1,5,ccc,2024-06-05 15:52:38,11.87
2024-06-05 15:52:28,1,5,ccc,2024-06-05 15:52:34,13.6
2024-06-05 15:52:28,1,5,ccc,2024-06-05 15:52:30,19.86
2024-06-05 15:52:33,1,3,bbb,2024-06-05 15:52:43,19.12
2024-06-05 15:52:33,1,3,bbb,2024-06-05 15:52:42,11.54
2024-06-05 15:52:33,1,3,bbb,2024-06-05 15:52:38,11.87
2024-06-05 15:52:33,1,3,bbb,2024-06-05 15:52:34,13.6
2024-06-05 15:52:35,1,4,ccc,2024-06-05 15:52:43,19.12
2024-06-05 15:52:35,1,4,ccc,2024-06-05 15:52:42,11.54
2024-06-05 15:52:35,1,4,ccc,2024-06-05 15:52:38,11.87
2024-06-05 15:52:37,1,4,ccc,2024-06-05 15:52:43,19.12
2024-06-05 15:52:37,1,4,ccc,2024-06-05 15:52:42,11.54
2024-06-05 15:52:37,1,4,ccc,2024-06-05 15:52:38,11.87
2024-06-05 15:52:38,1,8,ccc,2024-06-05 15:52:43,19.12
2024-06-05 15:52:38,1,8,ccc,2024-06-05 15:52:42,11.54
2024-06-05 15:52:38,1,8,ccc,2024-06-05 15:52:38,11.87
2024-06-05 15:52:40,1,1,aaa,2024-06-05 15:52:43,19.12
2024-06-05 15:52:40,1,1,aaa,2024-06-05 15:52:42,11.54
2024-06-05 15:52:41,1,8,bbb,2024-06-05 15:52:43,19.12
2024-06-05 15:52:41,1,8,bbb,2024-06-05 15:52:42,11.54
2024-06-05 15:52:44,1,8,bbb,2024-06-05 15:52:53,21.89
2024-06-05 15:52:44,1,8,bbb,2024-06-05 15:52:52,12.27
2024-06-05 15:52:45,1,4,bbb,2024-06-05 15:52:55,13.61
2024-06-05 15:52:45,1,4,bbb,2024-06-05 15:52:53,21.89
2024-06-05 15:52:45,1,4,bbb,2024-06-05 15:52:52,12.27
2024-06-05 15:52:48,1,4,aaa,2024-06-05 15:52:56,13.29
2024-06-05 15:52:48,1,4,aaa,2024-06-05 15:52:55,13.61
2024-06-05 15:52:48,1,4,aaa,2024-06-05 15:52:53,21.89
2024-06-05 15:52:48,1,4,aaa,2024-06-05 15:52:52,12.27
2024-06-05 15:52:49,1,3,bbb,2024-06-05 15:52:59,14.48
2024-06-05 15:52:49,1,3,bbb,2024-06-05 15:52:56,13.29
2024-06-05 15:52:49,1,3,bbb,2024-06-05 15:52:55,13.61
2024-06-05 15:52:49,1,3,bbb,2024-06-05 15:52:53,21.89
2024-06-05 15:52:49,1,3,bbb,2024-06-05 15:52:52,12.27
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:53,19.18
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:52:59,14.48
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:52:56,13.29
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:52:55,13.61
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:52:53,21.89
2024-06-05 15:52:50,1,7,bbb,2024-06-05 15:52:52,12.27
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:53:03,9.45
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:53,19.18
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:52:59,14.48
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:52:56,13.29
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:52:55,13.61
2024-06-05 15:52:53,1,7,aaa,2024-06-05 15:52:53,21.89
2024-06-05 15:52:54,1,7,ccc,2024-06-05 15:53:03,9.45
2024-06-05 15:52:54,1,7,ccc,2024-06-05 15:53,19.18
2024-06-05 15:52:54,1,7,ccc,2024-06-05 15:52:59,14.48
2024-06-05 15:52:54,1,7,ccc,2024-06-05 15:52:56,13.29
2024-06-05 15:52:54,1,7,ccc,2024-06-05 15:52:55,13.61
2024-06-05 15:52:57,1,6,bbb,2024-06-05 15:53:03,9.45
2024-06-05 15:52:57,1,6,bbb,2024-06-05 15:53,19.18
2024-06-05 15:52:57,1,6,bbb,2024-06-05 15:52:59,14.48
2024-06-05 15:53:01,1,3,ccc,2024-06-05 15:53:03,9.45
2024-06-05 15:53:02,1,5,bbb,2024-06-05 15:53:03,9.45
2024-06-05 15:53:03,1,3,bbb,2024-06-05 15:53:03,9.45
